"","X","nuts_2","nuts_1","country","trade_center","num_trade_centers","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","east_germany","bishop","mining","eqi100","residence","trade_year","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH","GDP_ln","GDP_11_ln","POP_ln","AREA_ln","education_ln","catholics_ln","dist_border_ln","dist_coast_ln","dist_trade_ln","eqi100_ln","agri_ln","AGSH_ln","SERSH_ln","INDSH_ln"
"DED4.1900",49,"DED4","DED","Germany",1,1,0,29.7,31.7900009155273,50.690175374349,12.7252295811971,1,1,0,0,1,0,0,1.37516666132261,441.75,0.240381562771897,3.38822573423386,0,1,0,0,86.4400024414062,1,6,"Chemnitz, NUTS 2-Region",6524,"1900",0.231,5574,6791,0.493,1830,0.276,8.62586820804189,8.82335348511379,7.51207124583547,8.78324296374091,3.39114704580865,3.45915180372193,-1.42552777322271,1.22030640214817,-Inf,4.45945055988263,0.318574932008035,-1.46533756846034,-1.28735441326499,-0.707246104939447
"DED5.1900",50,"DED5","DED","Germany",1,1,0,33.9,31.7900009155273,51.3108717600504,12.6720434824626,0,0,1,0,1,0,0,1.79250000894866,139.733336130778,0.852910945812862,2.80232151349386,0,1,0,1,86.4400024414062,0,6,"Leipzig, NUTS 2-Region",3965,"1900",0.169,3099,3775,0.507,1022,0.324,8.03883475778775,8.23615566168312,6.92951677076365,8.28526113406895,3.5234150143864,3.45915180372193,-0.159100138097893,1.03044818561979,-Inf,4.45945055988263,0.583611298483917,-1.77785656405906,-1.12701176318981,-0.679244275390954
"DEE0.1900",51,"DEE0","DEE","Germany",1,1,0,24.6,31.7900009155273,51.9096878596715,11.7566148212978,0,0,0,0,1,1,0,1.66635715243313,104.678570883615,1.4441385098866,2.04841737236295,0,1,1,1,81.4300003051758,1,12,"Sachsen-Anhalt",20450,"1900",0.372,6427,7829,0.381,2672,0.247,8.76826314537129,8.96559006690791,7.89058253465654,9.92573816147095,3.20274644293832,3.45915180372193,0.367512956844612,0.717067481512958,-Inf,4.39974375922675,0.510639897979903,-0.988861424708991,-1.39836694235416,-0.964955903855436
"DEF0.1900",52,"DEF0","DEF","Germany",1,1,0,22.8,31.7900009155273,54.1326049804687,9.94921398162842,0,1,0,1,1,1,1,1.45446665925237,21.0599999109904,0.261805284892519,0.201992940918232,0,0,1,0,90.3000030517578,1,8,"Schleswig-Holstein",15800,"1900",0.355,3402,4145,0.308,1210,0.337,8.13211877295581,8.3296580675694,7.09837563859079,9.66776521901506,3.1267605359604,3.45915180372193,-1.34015423895486,-1.5995225281409,-Inf,4.50313749421871,0.374639276210072,-1.03563748950672,-1.08767234862978,-1.17765549600856
"DEG0.1900",53,"DEG0","DEG","Germany",1,1,0,27.9,31.7900009155273,50.9007571676503,11.1068340384442,1,0,1,0,1,1,1,1.52265216925439,323.378258083178,1.2296887351119,2.88586597857268,0,1,0,0,91.6699981689453,1,10,"Thüringen",16173,"1900",0.329,4417,5381,0.458,1881,0.214,8.39321601159653,8.59062950948942,7.53955882930103,9.69109846411978,3.32862668882732,3.45915180372193,0.206761076474383,1.05982502080238,-Inf,4.51819515199927,0.420453662572666,-1.11169752821677,-1.54177926396029,-0.780886094867952
"FR10.1900",54,"FR10","FR1","France",1,1,1,39.7,62.3699989318848,48.7961931228638,2.33265197277069,0,0,1,0,1,0,0,1.72150001022028,80.6624999046326,1.51220418512821,1.54775685071945,0,0,0,1,73.5,1,6,"Île de France",12012,"1900",0.079,26210,37234,0.467,4608,0.454,10.1738962963175,10.5249776013318,8.43554920237573,9.39366142910322,3.68135118769314,4.13308437341257,0.413568311714059,0.436806689651602,-Inf,4.29728540621879,0.543196009733287,-2.53830742651512,-0.789658080940789,-0.76142602131324
"FR21.1900",55,"FR21","FR2","France",1,2,0,19.6,62.3699989318848,48.7780752182007,4.57741665840149,0,1,0,0,1,0,0,1.87100002241671,192.074998855591,1.04645131155849,2.30004477500916,0,0,1,0,65.629997253418,0,13,"Champagne-Ardenne",25606,"1900",0.401,4041,5741,0.38,1233,0.219,8.30424746507847,8.65538869016764,7.11720550316434,10.1505819780061,2.97552956623647,4.13308437341257,0.0454047367938736,0.832928590140904,-Inf,4.18403286663614,0.626473059273091,-0.913793851675568,-1.51868354916564,-0.967584026261706
"FR22.1900",56,"FR22","FR2","France",0,0,0,21.6,62.3699989318848,49.6116358439128,2.77525242169698,0,1,0,1,1,0,0,1.97099999940263,94.9666646321614,0.821631888548533,1.10058285792668,0.818377176920574,0,0,0,71.8499984741211,0,0,"Picardie",19399,"1900",0.368,4466,6345,0.408,1480,0.225,8.4042484324001,8.75542238014849,7.29979736675816,9.87297679733111,3.07269331469012,4.13308437341257,-0.196462808379342,0.0958399103147762,-0.200431952171786,4.27458059128803,0.678541027867503,-0.999672340813206,-1.49165487677772,-0.896488104577975
"FR23.1900",57,"FR23","FR2","France",1,1,0,19.3,62.3699989318848,49.3686084747314,0.988852798938751,0,1,0,1,1,0,0,1.97300001071151,147.200004577637,0.520467966794968,0.382295534014702,0,0,1,0,64.2900009155273,0,6,"Haute-Normandie",12318,"1900",0.309,4481,6366,0.431,1184,0.261,8.40760151478614,8.75872660784204,7.07665381544395,9.41881688624699,2.96010509591084,4.13308437341257,-0.653026935962242,-0.961561320234737,-Inf,4.16340411239418,0.679555232469525,-1.17441400208439,-1.34323487165944,-0.841647188878389
"FR24.1900",58,"FR24","FR2","France",1,2,0,24,62.3699989318848,47.5135040283203,1.63028905789057,0,0,1,0,1,0,0,1.52250000382628,131.600002288819,2.29663397868474,2.18811500072479,0,0,1,0,74.9499969482422,0,6,"Centre",39151,"1900",0.565,4961,7048,0.251,1895,0.185,8.50936261230105,8.86049916761602,7.54697411751653,10.5751812438769,3.17805383034795,4.13308437341257,0.831444563462879,0.783040442924767,-Inf,4.31682118383136,0.420353723115071,-0.570929547835696,-1.68739945390381,-1.38230233985035
"FR25.1900",59,"FR25","FR2","France",0,0,0,25.2,62.3699989318848,48.919620513916,-0.546847637742759,0,1,1,1,1,0,0,1.84099998893592,148.433334350586,0.397416656215986,0.354549090067546,1.2559380531311,0,0,0,72.5299987792969,0,0,"Basse-Normandie",17589,"1900",0.56,3229,4587,0.24,1236,0.198,8.07992777075827,8.43098149459717,7.11963563801764,9.77502898563232,3.22684399451738,4.13308437341257,-0.922770036768447,-1.03690846567867,0.227882746074205,4.284000252545,0.61030889624112,-0.579818495252942,-1.6194882482876,-1.42711635564015
"FR26.1900",60,"FR26","FR2","France",1,1,0,23.9,62.3699989318848,47.274079322815,4.11716669797897,0,0,0,0,1,0,0,1.85650000008375,324.449989318848,1.96541604399681,3.34175896644592,0,0,1,0,72.1500015258789,0,6,"Bourgogne",31582,"1900",0.563,4127,5863,0.255,1629,0.182,8.32530602975258,8.67641669696422,7.39572160860205,10.3603426170266,3.17387845893747,4.13308437341257,0.675703950135019,1.20649730502465,-Inf,4.27874730636858,0.618692994680109,-0.574475650842447,-1.70374859190534,-1.36649173382371
"FR30.1900",61,"FR30","FR3","France",0,0,0,24.6,62.3699989318848,50.5211906433105,2.7604867219925,0,1,0,1,1,0,1,1.63499999951762,98.1499977111815,0.263838499784469,0.622115731239319,0.878638386726381,0,0,1,73.4400024414062,0,0,"Nord - Pas-de-Calais",12414,"1900",0.225,8869,12600,0.556,2800,0.22,9.09031732937645,9.44145209293957,7.9373746961633,9.4265801469736,3.20274644293832,4.13308437341257,-1.33241810626771,-0.474629140464825,-0.129381857606822,4.29646877955578,0.491642804054183,-1.49165487677772,-1.51412773262978,-0.586986984731555
"FR41.1900",62,"FR41","FR4","France",1,1,0,21.7,62.3699989318848,48.7883911132812,6.10504007339478,0,1,0,0,1,0,1,1.85600001039503,303.67499923706,0.523006498813629,2.86865431070328,0,0,0,0,66.9000015258789,0,7,"Lorraine",23547,"1900",0.336,5303,7534,0.416,2337,0.249,8.57602797713713,8.92718138825199,7.75662333453886,10.0667537027949,3.07731226054641,4.13308437341257,-0.648161388964533,1.05384303852427,-Inf,4.20319898994254,0.618423639964779,-1.09064411901893,-1.39030238251743,-0.877070018720874
"FR42.1900",63,"FR42","FR4","France",1,1,0,29.4,62.3699989318848,48.2326450347901,7.4090530872345,0,1,0,0,1,0,1,1.66100001063751,214.050003051758,0.261883400380611,3.88456118106842,0,0,0,0,71.9300003051758,0,8,"Alsace",8280,"1900",0.387,3201,4548,0.366,1141,0.247,8.07121853996986,8.42244285487043,7.03966034986208,9.02159824737931,3.38099467434464,4.13308437341257,-1.3398559109945,1.3570100253341,-Inf,4.27569342812194,0.507419837035438,-0.949330585952355,-1.39836694235416,-1.00512194558077
"FR43.1900",64,"FR43","FR4","France",0,0,0,23.4,62.3699989318848,47.2793645858765,6.28874564170838,0,1,1,0,1,0,1,1.81275000391148,491.400001525879,0.372963663190603,3.59366703033447,1.44263368844986,0,1,0,72.3600006103516,0,0,"Franche-Comté",16202,"1900",0.54,2241,3184,0.291,925,0.169,7.71467747380093,8.06589354696427,6.82979373751242,9.69288997039044,3.15273602236366,4.13308437341257,-0.986274281803299,1.27917313808573,0.366470393407212,4.28165366896203,0.594845031427325,-0.616186139423817,-1.77785656405906,-1.23443201181064
"FR51.1900",65,"FR51","FR5","France",0,0,0,26.5,62.3699989318848,47.5180526733398,-0.811498737335206,0,0,1,1,1,0,0,1.72080000077872,79.3400001525879,0.803288084268569,0.772936952114106,1.11561772823334,0,0,0,69.3600006103516,0,0,"Pays de la Loire",32082,"1900",0.597,5855,8318,0.236,2346,0.167,8.67505127603182,9.02617712030286,7.76046702921342,10.3760504041768,3.27714473299218,4.13308437341257,-0.219041869388587,-0.257557796316071,0.109408267854452,4.23931034127205,0.542789299423917,-0.515838165589535,-1.78976146656538,-1.44392347395653
"FR52.1900",66,"FR52","FR5","France",1,1,0,28.1,62.3699989318848,48.1753330230713,-2.85408344864845,0,1,0,1,1,0,0,1.54800002283881,106.650001525879,0.222218414768577,0.178204928990454,0,0,0,0,84.3000030517578,0,6,"Bretagne",27209,"1900",0.654,4540,6449,0.181,2549,0.164,8.42068229103539,8.77168035901038,7.84345640437612,10.2113030799075,3.3357695763397,4.13308437341257,-1.50409453046446,-1.72482110444886,-Inf,4.43438190120897,0.436963789921288,-0.424647927524938,-1.80788885115794,-1.70925824771631
"FR53.1900",67,"FR53","FR5","France",0,0,0,21,62.3699989318848,46.136887550354,-0.0409786254167557,0,0,1,1,1,0,0,1.79850001986644,96.3250012397767,0.96027620881796,0.955476298928262,0.950645178556441,0,0,0,78.3199996948242,0,0,"Poitou-Charentes",25809,"1900",0.596,3810,5413,0.238,1487,0.167,8.24538446812075,8.59655874679698,7.30451594646016,10.1584785472895,3.04452243772342,4.13308437341257,-0.0405343183842945,-0.0455453204987681,-0.050614389573016,4.36080299432573,0.586952995199658,-0.517514611916787,-1.78976146656538,-1.43548460531066
"FR61.1900",68,"FR61","FR6","France",1,2,0,27.2,62.3699989318848,44.3184814453125,-0.174798053503036,0,1,1,1,1,0,0,1.62699997834987,152.759998321533,0.825137543678284,0.827200704813004,0,0,1,0,79.4400024414062,0,6,"Aquitaine",41309,"1900",0.599,6081,8639,0.222,2272,0.179,8.71292443512011,9.06404211435888,7.72841577984104,10.6288356728841,3.30321697330195,4.13308437341257,-0.192205186933585,-0.189707923181667,-Inf,4.37500205046962,0.486737814930121,-0.512493680866688,-1.72036947314138,-1.50507789710986
"FR62.1900",69,"FR62","FR6","France",1,1,0,34.6,62.3699989318848,43.737624168396,1.40152044594288,1,1,1,0,1,0,0,1.83525003872783,401.462490081787,0.964153975248338,1.66086371243,0,0,1,0,70.1800003051758,0,6,"Midi-Pyrénées",45348,"1900",0.615,4932,7007,0.227,2269,0.157,8.50349986428423,8.85466492837053,7.72709448477984,10.7221213531375,3.54385368206368,4.13308437341257,-0.0365042717649823,0.50733777574759,-Inf,4.25106337450354,0.607180733110963,-0.486133011175619,-1.85150947363383,-1.48280526150073
"FR63.1900",70,"FR63","FR6","France",1,1,0,26,62.3699989318848,45.7736892700195,1.71339321136475,0,0,0,0,1,0,0,1.60199996754016,483.800018310547,2.46373510360718,2.44696307182312,0,0,0,0,77.4199981689453,0,10,"Limousin",16942,"1900",0.666,2055,2920,0.21,973,0.126,7.62803112693033,7.97933889526233,6.880384082186,9.7375510249915,3.25809653802148,4.13308437341257,0.901678533239089,0.894847693142378,-Inf,4.34924512149858,0.471252828384095,-0.406465608441748,-2.07147337203066,-1.56064774826467
"FR71.1900",71,"FR71","FR7","France",1,1,0,28.5,62.3699989318848,45.5092282295227,5.29606103897095,1,1,0,0,1,0,0,1.5408750017521,844.024991989136,0.973464539274573,2.04161870479584,0,0,0,0,79,0,6,"Rhône-Alpes",43698,"1900",0.458,10094,14340,0.355,3578,0.187,9.21969646690021,9.57080811415361,8.18255926406867,10.685057613446,3.3499040872746,4.13308437341257,-0.0268938808481458,0.713742975958183,-Inf,4.36944785246702,0.432350438026628,-0.780886094867952,-1.67664666212755,-1.03563748950672
"FR72.1900",72,"FR72","FR7","France",0,0,0,28.3,62.3699989318848,45.5685939788818,3.20798045396805,1,0,0,0,0,0,0,1.39750000543848,651.925010681152,2.14709928631782,2.18654012680054,1.439956843853,0,0,1,73.8499984741211,0,0,"Auvergne",26013,"1900",0.628,3366,4782,0.227,1511,0.145,8.12148037475075,8.47261414801827,7.32052696227274,10.1663516920453,3.34286180464919,4.13308437341257,0.764117762036924,0.782320443772206,0.364613143592286,4.30203598831552,0.334684929938695,-0.465215112513938,-1.93102153656156,-1.48280526150073
"FR81.1900",73,"FR81","FR8","France",1,3,0,26,62.3699989318848,43.5550888061523,3.16499371528625,1,1,1,1,1,0,0,1.6145999838927,413.340002441406,0.519488433003425,0.59774131178856,0,0,0,0,73.2799987792969,0,10,"Languedoc-Roussillon",27376,"1900",0.513,3969,5639,0.262,1535,0.225,8.28626945278307,8.63746202380718,7.3362856600213,10.217421996132,3.25809653802148,4.13308437341257,-0.654910734324184,-0.514597207607453,-Inf,4.29428770370781,0.479087238002747,-0.667479433811368,-1.49165487677772,-1.33941077522104
"FR82.1900",74,"FR82","FR8","France",1,2,0,26.8,62.3699989318848,43.9491380055745,6.08874567349752,1,1,1,1,1,0,0,1.65316666012243,669.133333841959,0.430209944645564,0.59332467863957,0,0,1,0,66.2799987792969,0,12,"Provence-Alpes-Côte d'Azur",31400,"1900",0.354,5607,7966,0.313,1774,0.333,8.63177109612367,8.98293776374159,7.48099216286952,10.3545631718963,3.28840188751681,4.13308437341257,-0.84348194608476,-0.522013511033023,-Inf,4.193888174141,0.502692636577195,-1.03845836584836,-1.09961278900169,-1.16155208844198
"ITC1.1900",75,"ITC1","ITC","Italy",0,0,0,13.7,81.7966995239258,45.2624607086182,8.14168763160705,1,1,0,1,1,0,0,1.57649998906866,316.087497711182,0.390733301639557,1.05259738489986,1.00788101553917,0,0,0,58.0699996948242,0,0,"Piemonte",25387,"1900",0.612,6982,8284,0.226,3244,0.162,8.85109068766498,9.02208122251547,8.0845624152353,10.141992510963,2.61739583283408,4.40423689467643,-0.939730044721493,0.0512608095147898,0.00785012254217897,4.06164917412865,0.455207193069049,-0.491022996469811,-1.82015894374975,-1.48722027970985
"ITC2.1900",76,"ITC2","ITC","Italy",0,0,0,10.8,81.7966995239258,45.7272415161133,7.37017154693604,1,1,0,0,0,0,0,1.00899999995981,635.200012207031,0.16975162923336,1.79950535297394,1.77282094955444,0,0,0,75.7799987792969,0,0,"Valle d’Aosta/Vallée d’Aoste",3261,"1900",0.768,173,205,0.091,80,0.141,5.15329159449778,5.32300997913841,4.38202663467388,8.08978917578932,2.37954613413017,4.40423689467643,-1.77341891474927,0.587511823233241,0.572572034713573,4.32783438948194,0.00895974133164043,-0.263965545834465,-1.95899538860397,-2.39689577246529
"ITC3.1900",77,"ITC3","ITC","Italy",1,1,0,18.7,81.7966995239258,44.2191982269287,8.74519634246826,0,1,0,1,1,0,0,1.58250000207298,461.525001525879,0.104744674637913,0.099974486976862,0,0,1,0,49.6100006103516,0,10,"Liguria",5416,"1900",0.425,2889,3428,0.262,1078,0.313,7.96866570046623,8.13973227971767,6.98286275146894,8.59711281459211,2.92852352386054,4.40423689467643,-2.2562295602511,-2.30284025577668,-Inf,3.90419243861595,0.459005876346134,-0.85566611005772,-1.16155208844198,-1.33941077522104
"ITC4.1900",78,"ITC4","ITC","Italy",1,3,0,15.5,81.7966995239258,45.6121697859331,9.65024150501598,1,1,1,0,1,0,0,1.80163633923067,626.636365023527,0.506801897151904,1.37531448494304,0,0,1,0,46.7599983215332,1,7,"Lombardia",23864,"1900",0.506,9510,11283,0.316,4286,0.178,9.16009915553944,9.33105244713845,8.36310917603352,10.0801263261946,2.7408400239252,4.40423689467643,-0.679635087148505,0.318682421289155,-Inf,3.84502810070851,0.588695329291933,-0.681218609694672,-1.72597172869005,-1.15201306539522
"ITF1.1900",79,"ITF1","ITF","Italy",0,0,0,16.2,81.7966995239258,42.3012809753418,13.9524223804474,1,1,0,1,1,0,0,1.79600000296768,688.1750125885,0.333212994039059,0.32802714779973,1.21556332707405,0,0,0,40.8600006103516,1,0,"Abruzzo",10832,"1900",0.768,1223,1451,0.147,1010,0.085,7.10906213568717,7.28000825288419,6.9177056098353,9.29025999515206,2.78501124223834,4.40423689467643,-1.09897337173358,-1.11465890634095,0.195207613025336,3.71015160432711,0.585561971532391,-0.263965545834465,-2.46510402249182,-1.9173226922034
"ITF2.1900",80,"ITF2","ITF","Italy",0,0,0,14.6,81.7966995239258,41.6829147338867,14.5006575584412,1,1,0,1,0,0,0,1.8410000082607,641.649993896484,0.479654952883721,0.476708620786667,0.928595840930938,0,0,0,33.7299995422363,0,0,"Molise",4461,"1900",0.792,427,507,0.12,366,0.087,6.05678401322862,6.22851100359118,5.90263333340137,8.40312823512826,2.68102152871429,4.40423689467643,-0.734688281734339,-0.740849832633078,-0.0740816822659861,3.51838763550215,0.610308906738013,-0.233193887167711,-2.44184716032755,-2.12026353620009
"ITF3.1900",81,"ITF3","ITF","Italy",1,1,0,12.5,81.7966995239258,40.932307434082,14.7125129699707,1,0,1,1,1,0,0,1.83419999571506,445.440002441406,0.296743825823069,0.291674426198006,0,0,1,0,10.1800003051758,1,10,"Campania",13671,"1900",0.541,4944,5866,0.236,2853,0.222,8.50592999913753,8.6769282495374,7.9561263512135,9.52303207993199,2.52572864430826,4.40423689467643,-1.21488605169678,-1.23211707753907,-Inf,2.32042504110035,0.606608416806571,-0.614336000135655,-1.50507789710986,-1.44392347395653
"ITF4.1900",82,"ITF4","ITF","Italy",1,4,0,11.2,81.7966995239258,40.7736381530762,17.0584474563599,0,1,0,1,0,0,0,1.70399999504339,110.740000152588,0.166125319898128,0.1576640188694,0,0,1,0,22.8700008392334,0,10,"Puglia",19541,"1900",0.644,3351,3976,0.201,1981,0.156,8.11701408773731,8.28803156777646,7.59135704669855,9.88027010135994,2.41591377830105,4.40423689467643,-1.79501283630346,-1.8472889729395,-Inf,3.12982604473051,0.532978425498315,-0.440056552877783,-1.8578992717326,-1.60445037092306
"ITF5.1900",83,"ITF5","ITF","Italy",0,0,0,12.4,81.7966995239258,40.4821739196777,16.1623106002808,1,0,0,1,0,0,0,1.73699994829532,451.04999923706,0.438076630234718,0.429439797997475,0.764360547065735,0,1,0,33.2400016784668,0,0,"Basilicata",10073,"1900",0.779,634,752,0.124,480,0.097,6.45204895443723,6.62273632394984,6.17378610390194,9.21761385594268,2.51769647261099,4.40423689467643,-0.825361429034725,-0.845273715024895,-0.268715680891845,3.50375402048264,0.552159457492312,-0.249744233111389,-2.33304430047875,-2.0874737133771
"ITF6.1900",84,"ITF6","ITF","Italy",0,0,0,14,81.7966995239258,38.8968894958496,16.4082244873047,1,0,0,1,1,0,0,1.48920001714367,250.200003051758,0.132722873985767,0.131987825036049,1.87075209617615,0,1,0,13,1,0,"Calabria",15222,"1900",0.628,1631,1935,0.259,1369,0.113,7.39694860262101,7.56786260546388,7.22183582528845,9.63049702882734,2.63905732961526,4.40423689467643,-2.01949197883043,-2.02504559522502,0.626340540478117,2.56494935746154,0.398239074528424,-0.465215112513938,-2.1803674602698,-1.3509272172826
"ITH1+ITH2.1900",85,"ITH1+ITH2","ITH","Italy",1,2,0,13.35,81.7966995239258,46.379472732544,11.3190040588379,1,1,0,0,0,0,0,1.12149999786446,1495.44998168946,0.499310791492462,1.45643186569214,0,0,0,0,75.5449981689453,0,6,"Provincia Autonoma di Bolzano/Bozen-Provincia Autonoma di Trento",13606,"1900",0.682,767,910,0.152,516,0.166,6.64248680136726,6.8134445995109,6.24610676548156,9.51826615090501,2.59151638484626,4.40423689467643,-0.694526548465671,0.375989516846427,-Inf,4.32472848095387,0.114667073073944,-0.382725621138675,-1.79576749062559,-1.88387475813586
"ITH3.1900",86,"ITH3","ITH","Italy",1,4,0,13.1,81.7966995239258,45.5700623648507,11.8395362581526,1,1,1,1,1,0,0,1.84957140804264,277.571428111621,0.475390936248005,0.643668758017677,0,0,0,0,50.5699996948242,0,10,"Veneto",18407,"1900",0.626,3854,4572,0.198,2540,0.176,8.25686684897431,8.4277060249147,7.83991936001258,9.82048630603272,2.57261223020711,4.40423689467643,-0.743617789765759,-0.440571036105814,-Inf,3.92335850905717,0.614953940921983,-0.468404907882039,-1.73727128394399,-1.6194882482876
