"","X","nuts_2","nuts_1","country","trade_center","num_trade_centers","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","east_germany","bishop","mining","eqi100","residence","trade_year","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH","GDP_ln","GDP_11_ln","POP_ln","AREA_ln","education_ln","catholics_ln","dist_border_ln","dist_coast_ln","dist_trade_ln","eqi100_ln","agri_ln","AGSH_ln","SERSH_ln","INDSH_ln"
"ITF2.1950",80,"ITF2","ITF","Italy",0,0,0,14.6,81.7966995239258,41.6829147338867,14.5006575584412,1,1,0,1,0,0,0,1.8410000082607,641.649993896484,0.479654952883721,0.476708620786667,0.928595840930938,0,0,0,33.7299995422363,0,0,"Molise",4461,"1950",0.691,790,835,0.166,392,0.143,6.67203294546107,6.72743172485086,5.97126183979046,8.40312823512826,2.68102152871429,4.40423689467643,-0.734688281734339,-0.740849832633078,-0.0740816822659861,3.51838763550215,0.610308906738013,-0.369615455214467,-1.94491064872223,-1.79576749062559
"ITF3.1950",81,"ITF3","ITF","Italy",1,1,0,12.5,81.7966995239258,40.932307434082,14.7125129699707,1,0,1,1,1,0,0,1.83419999571506,445.440002441406,0.296743825823069,0.291674426198006,0,0,1,0,10.1800003051758,1,10,"Campania",13671,"1950",0.48,10417,11013,0.202,4311,0.317,9.25119436598445,9.30683167216494,8.36892517474713,9.52303207993199,2.52572864430826,4.40423689467643,-1.21488605169678,-1.23211707753907,-Inf,2.32042504110035,0.606608416806571,-0.7339691750802,-1.14885350510486,-1.59948758158093
"ITF4.1950",82,"ITF4","ITF","Italy",1,4,0,11.2,81.7966995239258,40.7736381530762,17.0584474563599,0,1,0,1,0,0,0,1.70399999504339,110.740000152588,0.166125319898128,0.1576640188694,0,0,1,0,22.8700008392334,0,10,"Puglia",19541,"1950",0.66,7285,7701,0.128,3193,0.211,8.89357271862931,8.94910546953925,8.06871619271478,9.88027010135994,2.41591377830105,4.40423689467643,-1.79501283630346,-1.8472889729395,-Inf,3.12982604473051,0.532978425498315,-0.415515443961666,-1.55589714550607,-2.05572501506252
"ITF5.1950",83,"ITF5","ITF","Italy",0,0,0,12.4,81.7966995239258,40.4821739196777,16.1623106002808,1,0,0,1,0,0,0,1.73699994829532,451.04999923706,0.438076630234718,0.429439797997475,0.764360547065735,0,1,0,33.2400016784668,0,0,"Basilicata",10073,"1950",0.763,1003,1060,0.104,616,0.133,6.91075078796194,6.96602418710611,6.42324696353352,9.21761385594268,2.51769647261099,4.40423689467643,-0.825361429034725,-0.845273715024895,-0.268715680891845,3.50375402048264,0.552159457492312,-0.27049724769768,-2.01740615076038,-2.26336437984076
"ITF6.1950",84,"ITF6","ITF","Italy",0,0,0,14,81.7966995239258,38.8968894958496,16.4082244873047,1,0,0,1,1,0,0,1.48920001714367,250.200003051758,0.132722873985767,0.131987825036049,1.87075209617615,0,1,0,13,1,0,"Calabria",15222,"1950",0.678,3233,3418,0.146,1982,0.176,8.08116577772543,8.13681086367554,7.59186171488993,9.63049702882734,2.63905732961526,4.40423689467643,-2.01949197883043,-2.02504559522502,0.626340540478117,2.56494935746154,0.398239074528424,-0.388607991041741,-1.73727128394399,-1.9241486572738
"ITH1+ITH2.1950",85,"ITH1+ITH2","ITH","Italy",1,2,0,13.35,81.7966995239258,46.379472732544,11.3190040588379,1,1,0,0,0,0,0,1.12149999786446,1495.44998168946,0.499310791492462,1.45643186569214,0,0,0,0,75.5449981689453,0,6,"Provincia Autonoma di Bolzano/Bozen-Provincia Autonoma di Trento",13606,"1950",0.503,2730,2886,0.213,739,0.284,7.91205688817901,7.96762673933382,6.6052979209482,9.51826615090501,2.59151638484626,4.40423689467643,-0.694526548465671,0.375989516846427,-Inf,4.32472848095387,0.114667073073944,-0.687165108882398,-1.25878104082093,-1.54646311327271
"ITH3.1950",86,"ITH3","ITH","Italy",1,4,0,13.1,81.7966995239258,45.5700623648507,11.8395362581526,1,1,1,1,1,0,0,1.84957140804264,277.571428111621,0.475390936248005,0.643668758017677,0,0,0,0,50.5699996948242,0,10,"Veneto",18407,"1950",0.505,13180,13934,0.245,3835,0.25,9.4864558080565,9.54208717559006,8.25192471380136,9.82048630603272,2.57261223020711,4.40423689467643,-0.743617789765759,-0.440571036105814,-Inf,3.92335850905717,0.614953940921983,-0.683196849706777,-1.38629436111989,-1.40649706843741
"ITH4.1950",87,"ITH4","ITH","Italy",1,1,0,12.9,81.7966995239258,45.9511575698853,13.2370929718018,0,1,0,1,1,0,0,1.92849999317679,184.400001525879,0.243386350572109,0.275057791848667,0,0,0,0,64.9599990844727,0,6,"Friuli-Venezia Giulia",7862,"1950",0.4,4647,4913,0.283,1197,0.316,8.44397712908498,8.49964003216865,7.08757370555797,8.96979630598181,2.55722731136763,4.40423689467643,-1.41310517817654,-1.29077405121747,-Inf,4.17377168175971,0.656742495128054,-0.916290731874155,-1.15201306539522,-1.2623083813389
"ITH5.1950",88,"ITH5","ITH","Italy",1,2,0,16.4,81.7966995239258,44.4758716159397,11.1928519142999,0,1,1,1,1,0,0,1.90844444492797,188.73333163725,0.558257490189539,0.566001759635077,0,0,1,0,53.2000007629395,1,7,"Emilia-Romagna",22453,"1950",0.497,13848,14640,0.231,3520,0.273,9.53589609685605,9.5915127875153,8.16621626859214,10.0191795145322,2.79728133483015,4.40423689467643,-0.582934971084457,-0.569158091887891,-Inf,3.97405841068857,0.646288483493622,-0.699165252885508,-1.29828348379718,-1.46533756846034
"ITI1.1950",89,"ITI1","ITI","Italy",1,5,0,14.8,81.7966995239258,43.6205657958984,10.9351135253906,0,1,1,1,1,0,0,1.73570000189068,282.249995422363,0.456850245594978,0.475174314714968,0,0,1,0,48.6500015258789,1,9,"Toscana",22987,"1950",0.425,11631,12296,0.3,3165,0.276,9.36142922633904,9.41702928521843,8.05990833457828,10.0426841177244,2.69462718077007,4.40423689467643,-0.783399631954248,-0.744073563920279,-Inf,3.88465183999643,0.551410791333989,-0.85566611005772,-1.28735441326499,-1.20397280432594
"ITI2.1950",90,"ITI2","ITI","Italy",0,0,0,15.9,81.7966995239258,42.8802890777588,12.4909434318542,0,0,1,0,1,0,0,1.95300004237442,402.450012207031,0.772439062595367,0.81086328625679,0.764520466327667,0,0,0,56.5,0,0,"Umbria",8464,"1950",0.567,2535,2680,0.21,804,0.223,7.83794891602528,7.8935720735049,6.68959926917897,9.04357715409808,2.76631910922619,4.40423689467643,-0.258202156693387,-0.209655813359592,-0.268506483104555,4.0342406381524,0.669366673591633,-0.567395975254385,-1.50058350752202,-1.56064774826467
"ITI3.1950",91,"ITI3","ITI","Italy",1,1,0,15.2,81.7966995239258,43.3292827606202,13.1688957214355,0,1,0,1,1,0,0,1.84275003041202,276.224996566773,0.311507262289524,0.318645246326923,0,0,0,0,50.6100006103516,1,10,"Marche",9401,"1950",0.568,4063,4295,0.214,1349,0.217,8.30967689598773,8.36520683441836,7.20711885620776,9.14857134557855,2.72129542785223,4.40423689467643,-1.16633262709534,-1.14367687549748,-Inf,3.92414919728589,0.611259037590867,-0.565633860260986,-1.52785792544168,-1.54177926396029
"ITI4.1950",92,"ITI4","ITI","Italy",1,1,1,19,81.7966995239258,41.9694778442383,12.8289323806763,1,0,1,1,1,0,0,1.94179997784424,251.279998779297,0.339214216172695,0.412381222844124,0,0,0,0,33.060001373291,1,10,"Lazio",17232,"1950",0.344,12723,13451,0.202,3384,0.454,9.4511666581427,9.50680873170858,8.12681372072611,9.75452339939617,2.94443897916644,4.40423689467643,-1.08112346505614,-0.885807059291719,-Inf,3.49832413393223,0.663615366543999,-1.06711362160874,-0.789658080940789,-1.59948758158093
"NL11.1950",93,"NL11","NL1","Netherlands",0,0,0,31,30.4867000579834,53.2169418334961,6.79892174402873,0,1,0,1,0,1,0,1.41099999561788,0,0.137509965648254,0.145832485208909,0.809166590372721,0,0,0,97.6100006103516,0,0,"Groningen",2325,"1950",0.18,2512,2947,0.355,454,0.465,7.82883452758809,7.98854298273769,6.11809719804135,7.75147531802146,3.43398720448515,3.41729052483728,-1.98405888706003,-1.92529667757983,-0.211750461771831,4.58097995343984,0.344298669764993,-1.71479842809193,-0.765717873394781,-1.03563748950672
"NL12.1950",94,"NL12","NL1","Netherlands",0,0,0,25.6,30.4867000579834,53.0522282918294,5.80229187011719,0,1,0,1,0,1,0,1.24400000002352,-1.86666667461395,0.256069997946421,0.256042550007502,0.648517529169719,0,0,0,97.6100006103516,0,0,"Friesland",3326,"1950",0.252,2255,2645,0.302,455,0.446,7.72090525193678,7.8804263442924,6.12029741895095,8.10952565975287,3.24259235148552,3.41729052483728,-1.36230444239939,-1.36241163734728,-0.43306624525985,4.58097995343984,0.218331994335895,-1.37832619147071,-0.807436326962073,-1.19732826160727
"NL13.1950",95,"NL13","NL1","Netherlands",0,0,0,25.2,30.4867000579834,52.8500022888183,6.6103466351827,0,1,0,0,0,0,0,1.04133333221553,12.4666665395101,0.292066077391307,0.537355790535609,0.411465287208557,0,0,0,97.6100006103516,0,0,"Drenthe",2636,"1950",0.329,1420,1666,0.325,281,0.346,7.25841215059531,7.41818082272679,5.63835466933375,7.8770178956224,3.22684399451738,3.41729052483728,-1.23077520987814,-0.621094851656249,-0.888030619146067,4.58097995343984,0.0405019422358952,-1.11169752821677,-1.06131650392441,-1.1239300966524
"NL21.1950",96,"NL21","NL2","Netherlands",1,2,0,28.4,30.4867000579834,52.4306424458822,6.40254815419515,0,1,0,0,1,1,0,1.1403333291887,8.26666665077209,0.345824872454007,0.945421040058137,0,0,0,0,87.9000015258789,0,7,"Overijssel",3323,"1950",0.184,3846,4512,0.46,662,0.357,8.25478892614873,8.4144957931779,6.49526555593701,8.1086232683546,3.34638914516716,3.41729052483728,-1.0618227810379,-0.0561249056790459,-Inf,4.47619982205039,0.131320613692777,-1.69281952137315,-1.0300194972025,-0.776528789498996
"NL22.1950",97,"NL22","NL2","Netherlands",0,0,0,31.8,30.4867000579834,52.0100593566895,5.85492789745331,0,1,0,0,1,1,0,1.40450000669616,16.2499996423721,0.300113797187805,1.14105631411076,0.422081857919693,0,0,0,87.9000015258789,0,0,"Gelderland",4969,"1950",0.186,5674,6657,0.395,1067,0.419,8.6436496153688,8.8034242116007,6.97260625130175,8.51097389160232,3.45946628978613,3.41729052483728,-1.20359355229173,0.131954424710888,-0.862556007644042,4.47619982205039,0.339681372329808,-1.68200860526894,-0.869884359059999,-0.928869514081015
"NL23.1950",98,"NL23","NL2","Netherlands",0,0,0,28.1,30.4867000579834,52.5467948913574,5.53886318206787,0,0,0,0,0,0,0,1.14100000913713,-4.69999980926514,0.563926160335541,0.56324166059494,0.540155291557312,0,0,0,87.9000015258789,0,0,"Flevoland (1960 - )",1413,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25347038268453,3.3357695763397,3.41729052483728,-0.572831957445916,-0.57404650564723,-0.615898603808159,4.47619982205039,0.13190507888794,NA,NA,NA
"NL31.1950",99,"NL31","NL3","Netherlands",1,1,0,42.9,30.4867000579834,52.1185150146484,5.20970010757446,0,0,0,0,1,0,0,1.33100000628895,13.1000003814697,0.654065072536469,0.722610414028168,0,0,1,0,89.9599990844727,0,6,"Utrecht",1382,"1950",0.079,3257,3822,0.378,569,0.543,8.08856180527623,8.24852912480022,6.34388043412633,7.23128700432762,3.75887182593397,3.41729052483728,-0.424548433183428,-0.324885048487355,-Inf,4.49936511691407,0.285930544137956,-2.53830742651512,-0.610645959048202,-0.972861083362549
"NL32.1950",100,"NL32","NL3","Netherlands",1,1,1,39.7,30.4867000579834,52.4982670375279,4.84458405630929,0,0,0,1,1,0,0,1.60142854802275,0.700000030653817,0.227332333368914,0.222881772688457,0,0,0,0,89.9599990844727,0,6,"Noordholland",2664,"1950",0.06,12777,14991,0.381,1811,0.558,9.45540195859132,9.61520530001231,7.50163445788341,7.88758403166028,3.68135118769314,3.41729052483728,-1.48134230848693,-1.50111381542674,-Inf,4.49936511691407,0.470896073413166,-2.81341071676004,-0.583396316600826,-0.964955903855436
"NL33.1950",101,"NL33","NL3","Netherlands",1,2,0,33.3,30.4867000579834,52.0063692728678,4.50216102600097,0,1,0,1,1,0,0,1.36999998943934,0.233333269755045,0.197504966209332,0.234368157883485,0,0,0,0,89.9599990844727,0,6,"Zuidholland",2806,"1950",0.073,16223,19033,0.379,2336,0.548,9.6941852674104,9.85392959368778,7.75619534394812,7.93951526066241,3.5055573969864,3.41729052483728,-1.62199154959339,-1.45086207571405,-Inf,4.49936511691407,0.314810732131523,-2.61729583783375,-0.601479992034121,-0.970219073899711
"NL34.1950",102,"NL34","NL3","Netherlands",0,0,0,25.4,30.4867000579834,51.4020881652832,3.7931078672409,0,1,0,1,1,0,0,1.06449999727363,-0.25,0.0630036499351263,0.0566021166741848,0.367343485355377,0,0,0,89.9599990844727,0,0,"Zeeland",1784,"1950",0.259,1522,1786,0.305,260,0.436,7.32778053842163,7.48773376143644,5.56068163101553,7.48661331313996,3.23474917402449,3.41729052483728,-2.7645626187906,-2.87170889740185,-1.00145794123568,4.49936511691407,0.0625052027902228,-1.3509272172826,-0.830113035633103,-1.18744350237473
"NL41.1950",103,"NL41","NL4","Netherlands",0,0,0,30.4,30.4867000579834,51.564266204834,5.15128910541535,0,1,0,1,1,0,0,1.3450000064482,16.4500000476837,0.178799491375685,0.847156152129173,0.435555785894394,0,0,0,85.6900024414062,0,0,"Noordbrabant",4914,"1950",0.148,6676,7832,0.47,1233,0.381,8.80627428478173,8.96597318421035,7.11720550316434,8.49984355308112,3.41444260841218,3.41729052483728,-1.72149026090178,-0.165870242255807,-0.831132394694818,4.45073616117217,0.296394017848003,-1.91054300521802,-0.964955903855436,-0.755022584278033
"NL42.1950",104,"NL42","NL4","Netherlands",1,1,0,27.1,30.4867000579834,51.2032814025879,5.92319679260254,0,1,0,0,0,1,0,1.56166668832337,47.9666678110759,0.0809902660548687,1.51891855398814,0,0,0,0,85.6900024414062,0,6,"Limburg",2148,"1950",0.112,3982,4672,0.575,725,0.313,8.28953948462414,8.44934252450806,6.58617165485467,7.67229245562876,3.29953372788566,3.41729052483728,-2.51342630369307,0.417998603998474,-Inf,4.45073616117217,0.445753640889962,-2.18925640768704,-1.16155208844198,-0.553385238184787
"AT11.1960",1,"AT11","AT1","Austria",0,0,0,15.1,70.513298034668,47.5082105000814,16.4922383626302,0,1,0,0,0,0,0,1.88166666858021,223.166669209798,0.125508718192577,2.9036869208018,0.693312247594198,0,0,0,90.620002746582,1,0,"Burgenland",3962,"1960",0.503,1017,1333,0.321,272,0.176,6.92461239604856,7.19518732017871,5.605802066296,8.2845042272585,2.71469474382088,4.25580131663606,-2.07538005515313,1.06598128150942,-0.366274807541094,4.50667496954778,0.632157909950456,-0.687165108882398,-1.73727128394399,-1.13631415585212
"AT12+AT13.1960",2,"AT12+AT13","AT1","Austria",1,1,1,18.6875,70.513298034668,48.2306914329529,15.9105032682419,1,1,1,0,1,0,0,1.71674999007209,412.137495040894,0.440830109640956,3.23650321364403,0,0,1,0,84.5499982833862,1,8,"Lower Austria",19601,"1960",0.158,22612,29636,0.471,3004,0.371,10.0262360177952,10.2967451175365,8.00770001288403,9.88333586432528,2.92785485115091,4.25580131663606,-0.81909571666826,1.17449349194099,-Inf,4.43734305504165,0.540432962735681,-1.84516024595517,-0.991553216374702,-0.752897184965719
"AT21.1960",3,"AT21","AT2","Austria",1,1,0,17.3,70.513298034668,46.7263209025065,13.9798091252645,1,1,0,0,0,0,0,1.09500000176393,799.133321126302,0.224680222570896,1.08139048020045,0,0,1,0,88.120002746582,0,6,"Carinthia",9538,"1960",0.267,2592,3397,0.4,494,0.333,7.86018505747217,8.13064796816058,6.20253551718792,9.16303909885817,2.85070650150373,4.25580131663606,-1.49307712070554,0.0782476947093843,-Inf,4.4786995531028,0.0907543648793592,-1.32050662058189,-1.09961278900169,-0.916290731874155
"AT22.1960",4,"AT22","AT2","Austria",1,2,0,16.6,70.513298034668,47.2274824778239,15.0753939946493,1,1,0,0,0,0,0,1.31366666708102,721.183319091798,0.621018941203753,1.96369731426239,0,0,1,0,81.3499984741211,1,6,"Styria",16401,"1960",0.333,6265,8211,0.394,1137,0.273,8.74273386733017,9.01322999770879,7.03614849375054,9.70509758756311,2.8094026953625,4.25580131663606,-0.476393696380551,0.67482908108069,-Inf,4.39876081490808,0.272822209860174,-1.09961278900169,-1.29828348379718,-0.931404369684203
"AT31.1960",5,"AT31","AT3","Austria",1,1,0,16.5,70.513298034668,48.1311820983887,13.983486366272,1,1,0,0,0,0,0,1.54280001423709,825.039990234375,0.35951232612133,2.40560808181763,0,0,0,0,82.629997253418,0,13,"Upper Austria",11980,"1960",0.299,6928,9080,0.429,1132,0.272,8.84332645024227,9.11382947159534,7.03174125876313,9.39099387166944,2.80336038090653,4.25580131663606,-1.02300681556228,0.87780271227152,-Inf,4.41437277747357,0.433598956580021,-1.20731170559145,-1.30195321268614,-0.84629836005412
"AT32.1960",6,"AT32","AT3","Austria",1,1,0,19.7,70.513298034668,47.4059092203776,13.2349650065104,1,1,0,0,0,0,0,1.13933333484089,1556.26664225261,0.292552461226781,1.66095300515493,0,0,1,0,82.0299987792969,0,6,"Salzburg",7156,"1960",0.231,2229,2922,0.364,347,0.404,7.70930833338587,7.98002359231065,5.84932477994686,8.87570644462861,2.98061863574394,4.25580131663606,-1.22911127377087,0.507391537127306,-Inf,4.40708501913348,0.130443297348481,-1.46533756846034,-0.906340401020987,-1.0106014113454
"AT33.1960",7,"AT33","AT3","Austria",1,1,0,17,70.513298034668,47.1817337036133,11.429856300354,1,1,0,0,0,0,0,1.05299999823869,1669.64001464844,0.204038810729981,2.08236885070801,0,0,0,0,87.6600036621094,0,6,"Tyrol",12640,"1960",0.263,2738,3589,0.365,462,0.372,7.91498300584839,8.18562889114761,6.13556489108174,9.44462166770085,2.83321334405622,4.25580131663606,-1.58944505455653,0.73350611622484,-Inf,4.47346573676695,0.0516432314791793,-1.33560124680437,-0.988861424708991,-1.00785792539965
"AT34.1960",8,"AT34","AT3","Austria",0,0,0,16.8,70.513298034668,47.2718086242676,9.84349536895752,1,1,0,0,0,0,0,1.27499999886606,1454.70001220703,0.125429015606642,2.9877700805664,0.542340576648712,0,0,0,86.1600036621094,0,0,"Vorarlberg",2601,"1960",0.155,1526,2001,0.563,224,0.282,7.3304052118444,7.60140233458373,5.41164605185504,7.86365126544865,2.82137888640921,4.25580131663606,-2.07601529312558,1.09452731670835,-0.611861104683805,4.45620607535172,0.242946177721025,-1.86433016206289,-1.26584820804402,-0.574475650842447
"BE10+BE24+BE31.1960",9,"BE10+BE24+BE31","BRU","Belgium",0,0,1,44.85,73.6669998168945,50.8117876052857,4.4978129863739,0,0,1,0,1,0,0,1.66200000066983,78.1249990463257,0.49574389308691,0.321398779749871,0.515691936016083,0,0,0,69.2500009536743,0,0,"Brabant",3358,"1960",0.046,19263,25317,0.408,1978,0.546,9.86594143646216,10.1392313858261,7.58984151218266,8.11910083763749,3.80332358850481,4.2995549352407,-0.701695830191822,-1.13507262235715,-0.662245715014551,4.23772315883892,0.508021696836283,-3.07911388249304,-0.605136303237232,-0.896488104577975
"BE21.1960",10,"BE21","BRU","Belgium",1,1,0,32,73.6669998168945,51.1952845255534,4.66450929641724,0,1,0,1,1,0,0,1.12733333659716,13.5666663646698,0.194770835340023,0.258319303393364,0,0,0,0,81.5500030517578,0,7,"Antwerp",2867,"1960",0.055,10768,14153,0.467,1431,0.478,9.28433405188451,9.55768189473384,7.26612877955645,7.96102146588337,3.46573590279973,4.2995549352407,-1.63593161489589,-1.35355884921675,-Inf,4.40121636648894,0.119854964703453,-2.90042209374967,-0.738144546490681,-0.76142602131324
"BE22.1960",11,"BE22","BRU","Belgium",0,0,0,28.6,73.6669998168945,50.9777323404948,5.44919983545939,0,1,0,0,0,0,0,1.51966666692993,53.5666669209798,0.18620441108942,1.03796182076136,0.443838159243266,0,0,0,81.5500030517578,0,0,"Limburg",2422,"1960",0.119,2613,3434,0.495,566,0.386,7.86825426552061,8.14148104145742,6.33859407820318,7.79234892411304,3.35340671782581,4.2995549352407,-1.68091022435844,0.0372590025271238,-0.812295289207309,4.40121636648894,0.418491012736432,-2.12863178587061,-0.951917909517306,-0.703197516413447
"BE23.1960",12,"BE23","BRU","Belgium",1,1,0,33.8,73.6669998168945,51.0409469604492,3.83994336922964,0,1,0,1,1,0,0,1.31400000666508,23.8833338419596,0.200145988414685,0.120569419736664,0,0,0,0,81.5500030517578,0,9,"East-Flanders",2982,"1960",0.111,6990,9187,0.511,1268,0.378,8.85223583522786,9.12554472027147,7.14519613499717,8.00034949532468,3.52046080248897,4.2995549352407,-1.60870823663882,-2.11552959453213,-Inf,4.40121636648894,0.273075925134778,-2.1982250776698,-0.972861083362549,-0.671385688778433
"BE25.1960",13,"BE25","BRU","Belgium",1,1,0,29.5,73.6669998168945,51.0023698806763,3.03980395197868,0,1,0,1,1,0,0,1.27674999747353,15.7374995825812,0.139936364255845,0.245725408196449,0,0,0,0,81.5500030517578,0,7,"West-Flanders",3144,"1960",0.12,5831,7665,0.479,1064,0.401,8.67094379122216,8.94441979130591,6.96979066990159,8.0532511535491,3.38439026334577,4.2995549352407,-1.9665675007376,-1.40354059333864,-Inf,4.40121636648894,0.244317784566787,-2.12026353620009,-0.913793851675568,-0.736054681571222
"BE32.1960",14,"BE32","BRU","Belgium",0,0,0,24,73.6669998168945,50.5302467346191,3.80521249771118,0,1,0,0,0,0,0,1.60028572045421,78.8000011444092,0.132214054930955,0.523812672921589,0.644875100680761,0,1,0,60.8899993896484,1,0,"Hainaut",3786,"1960",0.068,7368,9684,0.548,1247,0.383,8.90490157793514,9.17823031805795,7.12849594568004,8.23906533176927,3.17805383034795,4.2995549352407,-2.02333304155034,-0.646621153001909,-0.438698623292875,4.10906894759664,0.470182188586949,-2.68824757380603,-0.959720289801491,-0.601479992034121
"BE33.1960",15,"BE33","BRU","Belgium",0,0,0,30.4,73.6669998168945,50.5199653625488,5.66163244247436,0,1,0,0,1,0,0,1.59760000415687,297.979998779297,0.272358354926109,1.35952700376511,0.500069928169251,0,1,0,60.8899993896484,0,0,"Liege",3862,"1960",0.07,7376,9695,0.531,1001,0.399,8.90598676523643,9.17936556767675,6.90875477931522,8.25894046298846,3.41444260841218,4.2995549352407,-1.30063659845718,0.307136847905339,-0.693007334000429,4.10906894759664,0.468502505721415,-2.65926003693278,-0.918793862092274,-0.632993257740198
"BE34.1960",16,"BE34","BRU","Belgium",0,0,0,32.3,73.6669998168945,49.9162681579589,5.55554666519165,0,1,0,0,0,0,0,1.54160000307483,362.7,0.169587423652411,1.63044590950012,1.01410856246948,0,0,0,60.8899993896484,0,0,"Luxembourg (region)",4440,"1960",0.281,1028,1351,0.267,217,0.452,6.93537044601511,7.2086003379602,5.37989735354046,8.39840965542627,3.47506723022861,4.2995549352407,-1.77438671136666,0.488853541517336,0.0140099630174642,4.10906894759664,0.43282084011259,-1.26940060964839,-0.794073099149906,-1.32050662058189
"BE35.1960",17,"BE35","BRU","Belgium",0,0,0,31.5,73.6669998168945,50.2297922770182,4.80121262868246,0,1,0,0,0,0,0,1.62500000047869,199.233337402344,0.175289615988732,0.945948680241904,1.09079678853353,0,0,0,60.8899993896484,0,0,"Namur",3666,"1960",0.132,2128,2797,0.396,368,0.472,7.66293785046154,7.93630269320196,5.90808293816893,8.20685642839965,3.44998754583159,4.2995549352407,-1.74131572446985,-0.055566960617547,0.0869084278462843,4.10906894759664,0.485507816076279,-2.02495335639577,-0.750776293396582,-0.926341067727656
"DE11.1960",18,"DE11","DE1","Germany",0,0,0,30.3,31.7900009155273,48.9588317871094,9.51223388084998,1,0,0,0,1,0,1,1.89715385881746,364.323071993314,1.14582917323479,4.26190319428077,0.779242378014785,0,0,0,83.9400024414062,1,0,"Stuttgart, Regierungsbezirk",10558,"1960",0.129,28830,45888,0.556,3038,0.314,10.2691717906324,10.7339589239593,8.01895468315572,9.26463914538356,3.41114771251532,3.45915180372193,0.136128543686533,1.44971581973493,-0.249433141563425,4.43010228699058,0.640354794051628,-2.04794287462046,-1.15836229307388,-0.586986984731555
"DE12.1960",19,"DE12","DE1","Germany",0,0,0,29.3,31.7900009155273,49.025595664978,8.58567015329997,1,1,1,0,1,0,0,1.65550000630318,297.016665776571,0.480963324972739,4.22056625286738,0.840423703193664,0,0,0,83.9400024414062,0,0,"Karlsruhe, Regierungsbezirk",6919,"1960",0.117,19345,30790,0.511,1697,0.372,9.87018926713461,10.3349452409185,7.43661726523423,8.84202652949881,3.37758751602302,3.45915180372193,-0.731964259241284,1.4399693021901,-0.173849105752129,4.43010228699058,0.504103081812582,-2.14558134418438,-0.988861424708991,-0.671385688778433
"DE13.1960",20,"DE13","DE1","Germany",1,1,0,27.2,31.7900009155273,47.9928050994873,8.2306670665741,1,1,0,0,1,0,1,1.53849999158819,571.440005493164,0.225971750915051,3.62353055477142,0,0,1,0,83.9400024414062,1,6,"Freiburg, Regierungsbezirk",9357,"1960",0.212,10930,17397,0.467,1626,0.322,9.29926658117058,9.76405305654455,7.39387829010776,9.14388000527591,3.30321697330195,3.45915180372193,-1.4873452834736,1.28744884192337,-Inf,4.43010228699058,0.43080791031242,-1.55116900431012,-1.13320373343773,-0.76142602131324
"DE14.1960",21,"DE14","DE1","Germany",1,2,0,29.3,31.7900009155273,48.1818656921387,9.46944257948134,1,1,1,0,1,0,1,1.56499998263919,620.711113823785,0.545642007556227,3.7713606622484,0,0,0,0,83.9400024414062,1,13,"Tübingen, Regierungsbezirk",8918,"1960",0.213,8698,13845,0.533,1398,0.254,9.07084839315758,9.53567943560506,7.24279792279376,9.09582698518742,3.37758751602302,3.45915180372193,-0.605792182095188,1.32743585471283,-Inf,4.43010228699058,0.447885812898947,-1.54646311327271,-1.3704210119636,-0.629233854816292
"DE21.1960",22,"DE21","DE2","Germany",0,0,0,33.4,31.7900009155273,48.1391304679539,11.6961159913436,1,1,1,0,1,0,0,1.70578261231772,548.565217391304,0.532675475610987,2.79858207702637,0.625518975050553,0,1,0,78.0899963378906,1,0,"Oberbayern, Regierungsbezirk",17530,"1960",0.145,23342,37152,0.417,2755,0.438,10.0580095919723,10.5227728844976,7.92117272158701,9.77166897791528,3.50855589998265,3.45915180372193,-0.629842904018365,1.02911288785483,-0.469173613723058,4.35786196077857,0.534024015579564,-1.93102153656156,-0.825536368605691,-0.874669057183336
"DE22.1960",23,"DE22","DE2","Germany",0,0,0,21.6,31.7900009155273,48.7065846125285,12.7744170824687,1,1,0,0,1,0,0,1.57016667645999,425.408335367839,0.403768515214324,3.03084087371826,0.665270000696182,0,1,0,78.0899963378906,0,0,"Niederbayern, Regierungsbezirk",10329,"1960",0.394,4719,7512,0.356,962,0.25,8.45935219172639,8.9242570208881,6.86901445066571,9.24271075200663,3.07269331469012,3.45915180372193,-0.906913547380749,1.10884009709945,-0.407562304644025,4.35786196077857,0.451181777075599,-0.931404369684203,-1.38629436111989,-1.03282454813011
"DE23.1960",24,"DE23","DE2","Germany",1,2,0,21.7,31.7900009155273,49.4028690338135,12.0908705711365,0,1,0,0,1,0,1,1.38549999297927,421.850003051758,0.494920188188552,3.83177170753479,0,0,1,0,78.0899963378906,1,13,"Oberpfalz, Regierungsbezirk",9690,"1960",0.279,4997,7954,0.429,890,0.291,8.51659301134421,8.98143022576764,6.79122146272619,9.17884970488481,3.07731226054641,3.45915180372193,-0.703358765396088,1.34332728305596,-Inf,4.35786196077857,0.326061080253606,-1.27654349716077,-1.23443201181064,-0.84629836005412
